building_name,facade_number,comp_type,comp_num,architectural_element,AE_type,materials_all,material_technique,moulding_type,level,year_add,orig,comp_quant,TS_quant,elem_total,location,region
Honen Dalim Synagogue II,f134e,wsc,w134a,architrave,simple,basalt,NULL,NULL,2,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134w,wsc,w134a,architrave,simple,basalt,NULL,NULL,2,1773,TRUE,1,3,3,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,wsc,w134a,architrave,simple,basalt,NULL,NULL,2,1773,TRUE,1,3,3,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,wsc,w134a,architrave,simple,basalt,NULL,NULL,1,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134n,wsc,w134a,architrave,simple,basalt,NULL,NULL,1,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134n,wsc,w134a,architrave,simple,basalt,NULL,NULL,2,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134w,esc,e134a,door frame,round-headed,NULL,NULL,NULL,1,1773,TRUE,1,1,1,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,esc,e134b,door frame,round-headed,NULL,NULL,NULL,2,1773,TRUE,1,1,1,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134e,fac_elem,fac_elem,quoin,in-and-out bond,basalt,NULL,NULL,NULL,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134w,fac_elem,fac_elem,quoin,in-and-out bond,basalt,NULL,NULL,NULL,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134n,fac_elem,fac_elem,quoin,in-and-out bond,basalt,NULL,NULL,NULL,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,fac_elem,fac_elem,quoin,in-and-out bond,basalt,NULL,NULL,NULL,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134w,fac_elem,fac_elem,wall,,yellow brick,english bond,NULL,NULL,1773,TRUE,1,1,1,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,fac_elem,fac_elem,wall,,yellow brick,english bond,NULL,NULL,1773,TRUE,1,1,1,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134n,fac_elem,fac_elem,wall,,yellow brick,english bond,NULL,NULL,1773,TRUE,1,1,1,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134e,fac_elem,fac_elem,wall,,yellow brick,english bond,NULL,NULL,1773,TRUE,1,1,1,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134w,wsc,w134a,window,wall window,glass,NULL,NULL,1,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134e,wsc,w134a,window,wall window,glass,NULL,NULL,1,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134e,wsc,w134a,window,wall window,glass,NULL,NULL,2,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134w,wsc,w134a,window,wall window,glass,NULL,NULL,2,1773,TRUE,1,3,3,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,wsc,w134a,window,wall window,glass,NULL,NULL,2,1773,TRUE,1,3,3,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,wsc,w134a,window,wall window,glass,NULL,NULL,1,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134n,wsc,w134a,window,wall window,glass,NULL,NULL,1,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134n,wsc,w134a,window,wall window,glass,NULL,NULL,2,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134w,wsc,w134a,window frame,round-headed,NULL,NULL,NULL,1,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134e,wsc,w134a,window frame,round-headed,NULL,NULL,NULL,1,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134e,wsc,w134a,window frame,round-headed,NULL,NULL,NULL,2,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134w,wsc,w134a,window frame,round-headed,NULL,NULL,NULL,2,1773,TRUE,1,3,3,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,wsc,w134a,window frame,round-headed,NULL,NULL,NULL,2,1773,TRUE,1,3,3,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,wsc,w134a,window frame,round-headed,NULL,NULL,NULL,1,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134n,wsc,w134a,window frame,round-headed,NULL,NULL,NULL,1,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134n,wsc,w134a,window frame,round-headed,NULL,NULL,NULL,2,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134w,wsc,w134a,window sill,,basalt,NULL,NULL,1,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134e,wsc,w134a,window sill,,basalt,NULL,NULL,1,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134e,wsc,w134a,window sill,,basalt,NULL,NULL,2,1773,TRUE,1,2,2,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134w,wsc,w134a,window sill,,basalt,NULL,NULL,2,1773,TRUE,1,3,3,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,wsc,w134a,window sill,,basalt,NULL,NULL,2,1773,TRUE,1,3,3,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134s,wsc,w134a,window sill,,basalt,NULL,NULL,1,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134n,wsc,w134a,window sill,,basalt,NULL,NULL,1,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Honen Dalim Synagogue II,f134n,wsc,w134a,window sill,,basalt,NULL,NULL,2,1773,TRUE,1,4,4,"Orangjestad, St. Eustatius",Caribbean
Kahal Kadosh Zur Israel Synagogue,f38e,esc,e38a,architrave,,stone,NULL,NULL,NULL,1641,TRUE,1,6,6,"Recife, Brazil",South America
Kahal Kadosh Zur Israel Synagogue,f38e,esc,e38a,door frame,flat-headed,NULL,NULL,NULL,NULL,1641,TRUE,1,6,6,"Recife, Brazil",South America
Mikve Israel Synagogue (IV),f43w,esc,e43a,architrave,simple,NULL,moulded,double indent,1,1732,TRUE,1,1,1,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,esc,e43a,base,attic,NULL,NULL,NULL,1,1732,TRUE,2,1,2,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,wsc,w43c,blind arch,round,NULL,NULL,NULL,3,1732,TRUE,1,3,3,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,fac_elem,fac_elem,capital,moulded,limestone,NULL,four indent,NULL,1732,TRUE,1,4,4,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,esc,e43a,capital,moulded,NULL,NULL,double indent,1,1732,TRUE,2,1,2,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,rlc,r43a,cornice,roofline cornice,NULL,moulded,double indent,4,1732,TRUE,1,1,1,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43e,rlc,r43a,cornice,roofline cornice,NULL,moulded,double indent,4,1732,TRUE,1,1,1,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,esc,e43a,cornice,element cap cornice,NULL,moulded,seven indent,1,1732,TRUE,1,1,1,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,esc,e43a,door,double panelled,NULL,NULL,NULL,1,1732,TRUE,1,1,1,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,esc,e43a,door frame,round-headed,NULL,NULL,NULL,1,1732,TRUE,1,1,1,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43s,esc,e43b,door frame,,NULL,NULL,NULL,2,1732,TRUE,1,1,1,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,fac_elem,fac_elem,engaged column,smooth,limestone,NULL,NULL,NULL,1732,TRUE,1,4,4,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,esc,e43a,engaged column,compound,NULL,NULL,NULL,1,1732,TRUE,2,1,2,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,esc,e43a,entablature,,NULL,NULL,NULL,1,1732,TRUE,1,1,1,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,esc,e43a,frieze,,NULL,NULL,NULL,1,1732,TRUE,1,1,1,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,rlc,r43a,parapet,shaped gable,limestone,lime mortar,NULL,4,1732,TRUE,3,1,3,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43e,rlc,r43a,parapet,shaped gable,limestone,lime mortar,NULL,4,1732,TRUE,3,1,3,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,fac_elem,fac_elem,plinth,square,limestone,NULL,NULL,NULL,1732,TRUE,1,4,4,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,esc,e43a,plinth,square,NULL,NULL,NULL,1,1732,TRUE,2,1,2,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,esc,e43a,spandrel,,NULL,NULL,NULL,1,1732,TRUE,2,1,2,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,rlc,r43a,window,gable window,glass,NULL,NULL,4,1732,TRUE,3,1,3,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43e,rlc,r43a,window,gable window,glass,NULL,NULL,4,1732,TRUE,3,1,3,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,rlc,r43a,window frame,rectangular ,NULL,NULL,NULL,4,1732,TRUE,3,1,3,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43e,rlc,r43a,window frame,rectangular ,NULL,NULL,NULL,4,1732,TRUE,3,1,3,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,rlc,r43a,window frame,fan,NULL,NULL,NULL,4,1732,TRUE,3,1,3,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43e,rlc,r43a,window frame,fan,NULL,NULL,NULL,4,1732,TRUE,3,1,3,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,wsc,w43c,window frame,rectangular ,NULL,NULL,NULL,3,1732,TRUE,1,3,3,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,wsc,w43a,window frame,rectangular ,NULL,NULL,NULL,1,1732,TRUE,1,4,4,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43e,wsc,w43b,window frame,rectangular ,NULL,NULL,NULL,2,1732,TRUE,1,4,4,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43e,wsc,w43b,window frame,fan,NULL,NULL,NULL,2,1732,TRUE,1,4,4,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43e,wsc,w43a,window frame,rectangular ,NULL,NULL,NULL,1,1732,TRUE,1,6,6,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,wsc,w43b,window frame,rectangular ,NULL,NULL,NULL,2,1732,TRUE,1,6,6,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43w,wsc,w43b,window frame,fan,NULL,NULL,NULL,2,1732,TRUE,1,6,6,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43s,wsc,w43a,window frame,rectangular ,NULL,NULL,NULL,1,1732,TRUE,1,8,8,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43s,wsc,w43b,window frame,rectangular ,NULL,NULL,NULL,2,1732,TRUE,1,8,8,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43s,wsc,w43b,window frame,fan,NULL,NULL,NULL,2,1732,TRUE,1,8,8,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43n,wsc,w43a,window frame,rectangular ,NULL,NULL,NULL,1,1732,TRUE,1,9,9,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43n,wsc,w43b,window frame,rectangular ,NULL,NULL,NULL,2,1732,TRUE,1,9,9,"Willemstad, Curacao",Caribbean
Mikve Israel Synagogue (IV),f43n,wsc,w43b,window frame,fan,NULL,NULL,NULL,2,1732,TRUE,1,9,9,"Willemstad, Curacao",Caribbean
"Mill Street Synagogue, Shearith Israel I",f33n,esc,e33a,architrave,,stone,NULL,NULL,NULL,1730,TRUE,1,1,1,"New York, United States",North America
"Mill Street Synagogue, Shearith Israel I",f33n,wsc,w33a,architrave,,stone,NULL,NULL,NULL,1730,TRUE,1,2,2,"New York, United States",North America
"Mill Street Synagogue, Shearith Israel I",f33e,wsc,w33a,architrave,,stone,NULL,NULL,NULL,1730,TRUE,1,2,2,"New York, United States",North America
"Mill Street Synagogue, Shearith Israel I",f33w,wsc,w33a,architrave,,stone,NULL,NULL,NULL,1730,TRUE,1,3,3,"New York, United States",North America
"Mill Street Synagogue, Shearith Israel I",f33s,wsc,w33a,architrave,,stone,NULL,NULL,NULL,1730,TRUE,1,3,3,"New York, United States",North America
"Mill Street Synagogue, Shearith Israel I",f33n,wsc,w33a,window frame,round-headed,NULL,NULL,NULL,NULL,1730,TRUE,1,2,2,"New York, United States",North America
"Mill Street Synagogue, Shearith Israel I",f33e,wsc,w33a,window frame,round-headed,NULL,NULL,NULL,NULL,1730,TRUE,1,2,2,"New York, United States",North America
"Mill Street Synagogue, Shearith Israel I",f33w,wsc,w33a,window frame,round-headed,NULL,NULL,NULL,NULL,1730,TRUE,1,3,3,"New York, United States",North America
"Mill Street Synagogue, Shearith Israel I",f33s,wsc,w33a,window frame,round-headed,NULL,NULL,NULL,NULL,1730,TRUE,1,3,3,"New York, United States",North America
Neveh Shalom,f137w,esc,e137b,door,single panelled,NULL,painted,NULL,1,1612,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,esc,e137c,door,single panelled,NULL,painted,NULL,1,1612,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,esc,e137b,door,single panelled,oak,painted,NULL,1,1612,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,esc,e137c,door,single panelled,oak,painted,NULL,1,1612,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,esc,e137a,door,single panelled,oak,painted,NULL,1,1612,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137e,esc,e137a,door,single panelled,oak,painted,NULL,1,1612,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,esc,e137a,door frame,flat-headed,NULL,painted,NULL,1,1612,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137e,esc,e137a,door frame,flat-headed,NULL,painted,NULL,1,1612,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,rlc,r137a,roof,stepped gable,red brick,NULL,NULL,4,1612,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137e,rlc,r137a,roof,stepped gable,red brick,NULL,NULL,4,1612,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,rlc,r137a,shutter,,oak,painted,NULL,4,1612,TRUE,6,1,6,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137e,rlc,r137a,shutter,,oak,painted,NULL,4,1612,TRUE,6,1,6,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,wsc,w137b,shutter,,oak,painted,NULL,2,1612,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137e,wsc,w137b,shutter,,oak,painted,NULL,2,1612,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,fac_elem,fac_elem,wall,,red brick,NULL,NULL,21,1612,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137e,fac_elem,fac_elem,wall,,red brick,NULL,NULL,21,1612,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,rlc,r137a,window,gable window,glass,NULL,NULL,4,1612,TRUE,6,1,6,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137e,rlc,r137a,window,gable window,glass,NULL,NULL,4,1612,TRUE,6,1,6,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,wsc,w137b,window,wall window,plate glass,NULL,NULL,2,1612,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137e,wsc,w137b,window,wall window,plate glass,NULL,NULL,2,1612,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,rlc,r137a,window frame,rectangular ,oak,painted,NULL,4,1612,TRUE,6,1,6,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137e,rlc,r137a,window frame,rectangular ,oak,painted,NULL,4,1612,TRUE,6,1,6,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137w,wsc,w137b,window frame,rectangular ,oak,painted,NULL,2,1612,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Neveh Shalom,f137e,wsc,w137b,window frame,rectangular ,oak,painted,NULL,2,1612,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Neveh Shalom Synagogue,f39w,wsc,w39a,architrave,simple,brick,NULL,NULL,1,1704,TRUE,1,2,2,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,wsc,w39a,architrave,simple,brick,NULL,NULL,1,1704,TRUE,1,3,3,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,fac_elem,fac_elem,band-course,running bond,brick,NULL,NULL,NULL,1704,TRUE,1,1,1,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,wsc,w39a,blind arch,round,brick,soldier course,NULL,1,1704,TRUE,1,2,2,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,wsc,w39a,blind arch,round,brick,soldier course,NULL,1,1704,TRUE,1,3,3,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,esc,e39a,capital,tuscan,NULL,NULL,NULL,1,1704,TRUE,4,1,4,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,esc,e39a,column shaft,smooth,NULL,NULL,NULL,1,1704,TRUE,4,1,4,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,esc,e39a,door,double panelled,NULL,NULL,NULL,1,1704,TRUE,1,1,1,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,esc,e39a,door frame,flat-headed,NULL,NULL,NULL,1,1704,TRUE,1,1,1,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,esc,e39a,entablature,,NULL,NULL,NULL,1,1704,TRUE,1,1,1,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,esc,e39a,pediment,triangular,NULL,NULL,NULL,1,1704,TRUE,1,1,1,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,esc,e39a,roof,gable,NULL,NULL,NULL,1,1704,TRUE,1,1,1,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,esc,e39a,stoop,,NULL,NULL,NULL,1,1704,TRUE,1,1,1,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,fac_elem,fac_elem,wall,,brick,NULL,NULL,NULL,1704,TRUE,1,1,1,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,wsc,w39a,window,wall window,glass,NULL,NULL,1,1704,TRUE,1,2,2,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,wsc,w39a,window,wall window,glass,NULL,NULL,1,1704,TRUE,1,3,3,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,esc,e39a,window frame,fan,NULL,NULL,NULL,1,1704,TRUE,1,1,1,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,wsc,w39a,window frame,round-headed,NULL,NULL,NULL,1,1704,TRUE,1,2,2,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,wsc,w39a,window frame,round-headed,NULL,NULL,NULL,1,1704,TRUE,1,3,3,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,wsc,w39a,window sill,,NULL,NULL,NULL,1,1704,TRUE,1,2,2,"Spanish Town, Jamaica",Caribbean
Neveh Shalom Synagogue,f39w,wsc,w39a,window sill,,NULL,NULL,NULL,1,1704,TRUE,1,3,3,"Spanish Town, Jamaica",Caribbean
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11b,architrave,simple,brick,soldier course,NULL,2,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11c,architrave,simple,brick,soldier course,NULL,1,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,wsc,w11c,architrave,simple,brick,soldier course,NULL,1,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,wsc,w11b,architrave,simple,brick,soldier course,NULL,2,1752,TRUE,1,5,5,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11d,architrave,simple,stone,moulded,single indent,2,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,architrave,simple,stone,rustication,NULL,1,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,rlc,r11a,balustrade,,stone,NULL,NULL,2,1752,TRUE,4,1,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,rlc,r11a,balustrade,,stone,NULL,NULL,6,1752,TRUE,4,1,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,base,attic,stone,NULL,NULL,1,1752,TRUE,2,1,2,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,capital,ionic,stone,NULL,NULL,1,1752,TRUE,2,1,2,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,column shaft,smooth,stone,NULL,NULL,1,1752,TRUE,2,1,2,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,rlc,r11a,cornice,roofline cornice,stone,moulded,four indent,2,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,rlc,r11a,cornice,roofline cornice,stone,moulded,four indent,6,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,cornice,classical cornice,stone,moulded,dentils,1,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,door,double panelled,wood,NULL,NULL,1,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,door frame,flat-headed,NULL,NULL,NULL,1,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,entablature,,stone,NULL,NULL,1,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,frieze,,stone,NULL,NULL,1,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,fac_elem,fac_elem,frontispiece,,NULL,NULL,NULL,NULL,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11d,keystone,complex,stone,moulded,modillion,2,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,rlc,r11a,pedestal,,stone,NULL,NULL,2,1752,TRUE,4,1,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,rlc,r11a,pedestal,,stone,NULL,NULL,6,1752,TRUE,4,1,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,rlc,r11a,pediment,scrolled,stone,moulded,four indent,2,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,rlc,r11a,pediment,scrolled,stone,moulded,four indent,6,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,pediment,scrolled,stone,moulded,four indent,1,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,fac_elem,fac_elem,pilaster,,brick,rustication,NULL,NULL,1752,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,fac_elem,fac_elem,pilaster,,brick,NULL,NULL,NULL,1752,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,plinth,plinth block,stone,NULL,NULL,1,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,rlc,r11a,sculpted ornament,,stone,NULL,NULL,2,1752,TRUE,2,1,2,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,rlc,r11a,sculpted ornament,,stone,NULL,NULL,6,1752,TRUE,2,1,2,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,esc,e11a,stoop,"rounded, 3 steps",stone,NULL,NULL,1,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11d,window,wall window,glass,NULL,NULL,2,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11b,window,wall window,glass,NULL,NULL,2,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11c,window,wall window,glass,NULL,NULL,1,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
